,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,row_id
52859,Resort Hotel,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,106.84,1,2,0,52859
52860,Resort Hotel,48,2015,July,31,27,1,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,108.0,0,0,0,52860
52861,Resort Hotel,2,2016,June,26,25,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,0,Transient,158.1,1,2,0,52861
52862,City Hotel,13,2016,December,52,18,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,2,0,52862
52863,Resort Hotel,65,2015,July,29,17,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,167.0,1,2,0,52863
52864,City Hotel,56,2017,February,7,14,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1,1,52864
52865,Resort Hotel,108,2015,July,29,17,3,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,182.8,1,2,0,52865
52866,City Hotel,114,2016,June,27,26,2,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,1,0,52866
52867,City Hotel,100,2016,March,12,16,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,53.24,0,0,0,52867
52868,Resort Hotel,3,2016,February,9,27,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,55.0,0,0,0,52868
52869,Resort Hotel,3,2017,April,16,17,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,133.0,1,0,0,52869
52870,Resort Hotel,152,2017,March,12,19,4,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.11,0,1,0,52870
52871,City Hotel,36,2016,April,16,11,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.3,0,1,0,52871
52872,Resort Hotel,207,2016,August,32,1,3,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.0,0,2,0,52872
52873,City Hotel,24,2016,June,24,9,0,2,2,0.0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.0,0,2,0,52873
52874,City Hotel,120,2016,June,27,27,1,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,0,0,52874
52875,City Hotel,139,2016,August,34,19,2,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.2,0,1,0,52875
52876,City Hotel,37,2016,May,20,13,0,1,1,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,116.1,0,0,1,52876
52877,City Hotel,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0,1,52877
52878,Resort Hotel,31,2016,April,15,7,0,3,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,0.0,0,0,0,52878
52879,City Hotel,40,2016,March,11,7,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,73.1,0,1,0,52879
52880,Resort Hotel,125,2015,November,47,15,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.16,0,3,1,52880
52881,Resort Hotel,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,64.0,0,1,0,52881
52882,Resort Hotel,0,2016,November,45,4,2,5,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,0,Transient,85.0,0,0,0,52882
52883,City Hotel,24,2017,May,22,29,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,2,1,52883
52884,Resort Hotel,104,2017,July,28,11,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,203.0,0,1,0,52884
52885,Resort Hotel,108,2017,August,33,19,2,4,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,340.0,0,1,1,52885
52886,Resort Hotel,86,2016,January,2,6,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.5,1,1,0,52886
52887,Resort Hotel,3,2016,November,47,17,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,80.0,0,0,0,52887
52888,City Hotel,36,2016,September,37,5,1,0,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,1,52888
52889,Resort Hotel,75,2015,August,33,10,3,5,2,2.0,0,BB,ROU,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,169.0,0,0,0,52889
52890,City Hotel,20,2016,March,14,31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient,79.0,0,0,1,52890
52891,City Hotel,182,2017,August,34,22,0,3,2,2.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,173.73,0,1,0,52891
52892,City Hotel,47,2016,March,14,30,0,3,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.08,0,1,0,52892
52893,City Hotel,219,2017,June,23,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,105.0,0,0,1,52893
52894,City Hotel,30,2017,March,9,1,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,125.8,0,3,1,52894
52895,Resort Hotel,34,2016,June,23,2,0,3,1,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,145.0,0,0,1,52895
52896,Resort Hotel,33,2015,November,45,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,Transient,25.0,0,0,2,52896
52897,City Hotel,86,2016,January,4,22,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35,Transient,75.0,0,0,1,52897
52898,Resort Hotel,22,2017,August,31,5,2,1,3,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,241.41,1,1,0,52898
52899,Resort Hotel,111,2017,July,29,17,2,5,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,131.07,0,2,0,52899
52900,City Hotel,1,2016,April,17,18,1,0,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0,0,52900
52901,City Hotel,50,2016,November,45,5,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,114.09,0,0,1,52901
52902,City Hotel,34,2017,June,23,5,1,5,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1,1,52902
52903,City Hotel,65,2016,April,16,14,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.99,0,1,1,52903
52904,City Hotel,0,2016,June,24,10,0,1,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,0,0,52904
52905,City Hotel,191,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,132.0,0,0,0,52905
52906,Resort Hotel,26,2016,November,45,4,1,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,65.14,0,1,0,52906
52907,Resort Hotel,2,2017,April,16,18,0,2,2,0.0,0,BB,CHE,Direct,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,125.0,0,2,0,52907
52908,City Hotel,17,2016,May,20,8,2,1,1,0.0,0,BB,GRC,Direct,Direct,1,0,1,A,A,0,No Deposit,0,Transient,101.0,0,0,0,52908
52909,Resort Hotel,68,2015,August,36,30,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,115.0,0,1,0,52909
52910,City Hotel,61,2016,May,20,13,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,121.5,0,2,0,52910
52911,Resort Hotel,46,2016,November,45,5,2,5,2,0.0,0,BB,MLT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35.0,1,0,0,52911
52912,Resort Hotel,28,2015,July,30,21,2,7,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,160.0,0,1,0,52912
52913,Resort Hotel,146,2016,May,19,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,54.2,0,2,0,52913
52914,City Hotel,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0,1,52914
52915,City Hotel,46,2016,November,47,18,0,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,156.6,0,0,0,52915
52916,City Hotel,129,2017,August,34,23,1,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,135.0,0,1,0,52916
52917,City Hotel,3,2015,September,37,12,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,0,No Deposit,0,Transient,0.0,0,0,0,52917
52918,City Hotel,65,2015,September,39,25,2,3,1,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.9,0,2,0,52918
52919,City Hotel,49,2016,March,10,4,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,0,0,52919
52920,Resort Hotel,39,2016,September,39,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,139.0,0,1,1,52920
52921,City Hotel,15,2016,August,34,20,2,2,2,0.0,0,SC,TUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,1,1,52921
52922,City Hotel,100,2016,December,53,26,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.34,0,0,1,52922
52923,Resort Hotel,126,2017,August,35,29,0,5,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,2,No Deposit,0,Transient,240.6,1,1,0,52923
52924,City Hotel,205,2017,July,31,30,2,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.29,0,0,1,52924
52925,City Hotel,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,1,0,52925
52926,City Hotel,19,2016,February,7,7,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,82.13,0,2,0,52926
52927,Resort Hotel,66,2015,December,50,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,50.93,0,0,0,52927
52928,City Hotel,12,2016,June,26,19,2,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,177.0,0,2,0,52928
52929,City Hotel,155,2016,October,43,20,0,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,142.83,0,0,1,52929
52930,Resort Hotel,87,2017,May,20,20,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.0,0,2,0,52930
52931,City Hotel,3,2017,February,8,20,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,91.8,0,0,0,52931
52932,City Hotel,46,2017,March,10,7,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.2,0,0,0,52932
52933,City Hotel,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.5,0,0,0,52933
52934,Resort Hotel,26,2016,February,6,6,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,53.71,0,2,0,52934
52935,City Hotel,338,2016,October,41,7,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,68,Transient-Party,80.0,0,0,1,52935
52936,Resort Hotel,38,2016,March,11,11,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,45.0,0,0,0,52936
52937,Resort Hotel,10,2016,February,9,25,1,3,2,0.0,0,BB,GBR,Direct,Direct,1,0,0,D,D,0,No Deposit,0,Transient-Party,64.0,0,1,0,52937
52938,City Hotel,0,2015,October,42,12,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,1,52938
52939,Resort Hotel,1,2017,August,33,18,1,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,206.4,0,1,0,52939
52940,City Hotel,12,2017,January,4,22,2,0,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.0,0,1,1,52940
52941,City Hotel,322,2016,May,21,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,120,Transient,80.0,0,0,1,52941
52942,City Hotel,342,2017,June,25,18,2,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0,1,52942
52943,City Hotel,0,2016,June,25,15,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0,0,52943
52944,Resort Hotel,178,2016,August,33,8,3,7,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,190.1,1,2,0,52944
52945,Resort Hotel,80,2016,April,17,23,2,5,1,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,1,1,52945
52946,Resort Hotel,153,2017,July,28,9,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,116.5,0,0,0,52946
52947,City Hotel,134,2017,May,18,1,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,1,1,52947
52948,City Hotel,0,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,1,0,52948
52949,City Hotel,219,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120.0,0,0,1,52949
52950,City Hotel,0,2016,May,19,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,0,No Deposit,0,Transient,111.2,0,0,0,52950
52951,City Hotel,20,2017,May,21,22,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,3,0,52951
52952,City Hotel,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0,1,52952
52953,City Hotel,0,2017,January,1,2,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,132.0,0,0,0,52953
52954,Resort Hotel,359,2016,October,41,7,4,10,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,5,No Deposit,0,Transient-Party,66.0,0,0,0,52954
52955,City Hotel,202,2017,April,15,9,2,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,158.4,1,2,0,52955
52956,City Hotel,108,2016,March,12,18,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,80.0,0,0,1,52956
52957,City Hotel,44,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,98.0,0,0,0,52957
52958,Resort Hotel,84,2017,June,26,28,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,129.33,1,0,0,52958
52959,City Hotel,257,2016,July,29,16,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,0,Transient,90.5,0,0,0,52959
52960,City Hotel,133,2017,April,16,19,0,4,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,124.0,0,0,0,52960
52961,Resort Hotel,90,2016,May,20,10,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,70.4,0,0,1,52961
52962,Resort Hotel,0,2015,November,48,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,38.0,0,1,0,52962
52963,City Hotel,99,2017,May,19,13,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.4,0,1,0,52963
52964,Resort Hotel,254,2015,July,30,24,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,96.3,0,1,0,52964
52965,City Hotel,34,2017,May,18,1,1,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,149.0,0,0,1,52965
52966,Resort Hotel,50,2017,June,23,8,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,165.0,0,0,0,52966
52967,City Hotel,106,2017,July,31,30,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0,0,52967
52968,City Hotel,4,2017,January,1,4,2,5,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,71.71,0,0,0,52968
52969,Resort Hotel,123,2016,July,28,7,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,170.0,0,0,1,52969
52970,City Hotel,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,1,0,52970
52971,Resort Hotel,186,2017,July,30,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,168.93,1,1,0,52971
52972,City Hotel,267,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,1,52972
52973,City Hotel,110,2016,October,42,9,1,0,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,K,1,No Deposit,0,Transient-Party,120.0,0,0,0,52973
52974,City Hotel,338,2017,July,28,11,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134.1,0,2,1,52974
52975,City Hotel,122,2016,April,16,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,Transient-Party,85.0,0,0,0,52975
52976,City Hotel,2,2016,May,21,19,0,1,1,0.0,0,BB,CHE,Offline TA/TO,GDS,0,0,0,E,E,0,No Deposit,0,Transient,181.0,0,0,1,52976
52977,Resort Hotel,292,2015,October,43,21,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient-Party,70.0,0,0,0,52977
52978,City Hotel,0,2017,January,2,9,1,3,2,0.0,0,BB,TUR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,65.16,0,2,0,52978
52979,City Hotel,0,2016,February,8,18,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,79.0,0,0,0,52979
52980,City Hotel,233,2016,May,22,25,0,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,95.4,0,1,0,52980
52981,Resort Hotel,339,2017,June,26,28,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.0,0,1,1,52981
52982,Resort Hotel,0,2017,May,19,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0,1,52982
52983,City Hotel,176,2017,August,33,19,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115.02,0,1,1,52983
52984,City Hotel,6,2015,August,34,16,3,5,1,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.63,0,2,0,52984
52985,City Hotel,56,2016,November,48,24,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,95.38,0,1,0,52985
52986,City Hotel,102,2016,June,24,5,1,0,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient-Party,12.0,0,1,0,52986
52987,City Hotel,433,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,1,52987
52988,City Hotel,173,2017,June,24,12,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34,Transient,110.0,0,0,1,52988
52989,City Hotel,40,2015,October,44,31,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,65.0,0,0,0,52989
52990,City Hotel,5,2016,January,5,24,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,81.73,0,1,0,52990
52991,City Hotel,210,2016,August,32,2,2,6,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,96.9,0,2,0,52991
52992,Resort Hotel,41,2015,September,38,15,0,1,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,89.0,0,2,0,52992
52993,City Hotel,8,2015,August,35,26,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Contract,90.0,0,2,0,52993
52994,City Hotel,55,2016,October,42,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,102.04,0,4,0,52994
52995,City Hotel,6,2016,February,8,20,1,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,120.0,1,3,0,52995
52996,Resort Hotel,3,2016,April,16,16,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,95.0,0,0,0,52996
52997,Resort Hotel,13,2016,August,34,16,0,4,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,237.9,0,2,0,52997
52998,City Hotel,26,2016,June,27,26,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,1,0,D,K,0,No Deposit,0,Transient,152.67,0,0,1,52998
52999,Resort Hotel,40,2016,May,20,9,1,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,125.0,0,0,0,52999
53000,City Hotel,4,2015,October,44,31,2,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,60.0,0,1,0,53000
53001,Resort Hotel,58,2015,August,34,20,2,4,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,153.3,0,1,0,53001
53002,City Hotel,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,109.0,0,0,0,53002
53003,City Hotel,39,2016,August,33,13,0,1,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,223.76,0,1,0,53003
53004,Resort Hotel,0,2017,July,29,18,0,1,2,2.0,0,BB,BRA,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,155.0,0,0,0,53004
53005,Resort Hotel,74,2016,March,14,29,8,20,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,50.91,0,0,0,53005
53006,City Hotel,217,2017,August,32,10,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.3,0,1,1,53006
53007,City Hotel,17,2017,February,6,10,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.0,1,0,0,53007
53008,City Hotel,195,2017,August,34,26,2,5,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,126.0,0,0,1,53008
53009,Resort Hotel,4,2015,October,44,30,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,1,0,53009
53010,Resort Hotel,211,2017,July,29,19,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,0,Transient,152.5,0,1,1,53010
53011,City Hotel,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,Transient,130.0,0,0,1,53011
53012,Resort Hotel,0,2017,February,5,4,1,1,1,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,43.0,0,0,0,53012
53013,Resort Hotel,71,2016,May,23,31,0,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.69,1,0,0,53013
53014,City Hotel,148,2016,June,26,25,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.53,0,0,1,53014
